"STATE"	"IDCENSUS"	"NAME"	"CONUM"	"ENROLL"	"TOTALREV"	"TFEDREV"	"TSTREV"	"TLOCREV"	"TOTALEXP"	"TCURISAL"	"TCURIBEN"	"PPCSTOT"	"PPSALWG"	"PPEMPBEN"	"PPITOTAL"	"PPISALWG"	"PPIEMBEN"
"7966"	"NJ"	31500301700000	"MOORESTOWN TWP SCH DIST"	34005	3879	82520	1568	11972	68980	95124	27513	12775	18459	10694	5117	11159	7093	3293
"7967"	"NJ"	31500301800000	"MOUNT HOLLY TWP SCH DIST"	34005	1012	22365	1759	12342	8264	30646	7243	3266	18676	10965	5141	11397	7157	3227
"7968"	"NJ"	31500301900000	"MT LAUREL TWP SCH DIST"	34005	4217	79557	1980	12721	64856	74408	29006	13033	16807	10101	4693	10402	6878	3091
"7969"	"NJ"	3.1500302e+13	"NEW HANOVER TWP SCH DIST"	34005	262	5645	962	2975	1708	6644	1811	983	19305	9267	5179	11416	6912	3752
"7970"	"NJ"	31500302100000	"NORTH HANOVER TWP SCH DIST"	34005	1201	28848	11893	13924	3031	24690	8221	3917	19266	10749	5380	10852	6845	3261
"7971"	"NJ"	31500302200000	"PALYMRA BORO SCH DIST"	34005	896	18785	853	6599	11333	17473	5901	2820	17523	9744	4854	10676	6586	3147
"7972"	"NJ"	31500302400000	"PEMBERTON TWP SCH DIST"	34005	5162	124655	5195	102368	17092	119473	42357	20393	22047	12758	6380	12780	8206	3951
"7973"	"NJ"	31500302500000	"RANCOCAS VALLEY REG HIGH SCHOOL DIST"	34005	2093	39650	899	19792	18959	38650	11063	4660	15105	8134	3530	8615	5286	2226
"7974"	"NJ"	31500302600000	"RIVERSIDE TWP SCHOOL DIST"	34005	1435	25349	1425	13857	10067	24800	9020	4570	15695	8977	4693	10074	6286	3185
"7975"	"NJ"	31500302700000	"RIVERTON BORO SCH DIST"	34005	390	6179	134	1077	4968	5918	1901	685	11495	7162	2656	7056	4874	1756
"7976"	"NJ"	31500302800000	"SHAMONG TWP SCH DIST"	34005	780	15885	327	5703	9855	15907	5053	2508	17971	10022	5040	10671	6478	3215
"7977"	"NJ"	31500302900000	"SOUTHAMPTON TWP SCH DIST"	34005	715	18920	448	3660	14812	19732	5133	2337	18962	10776	4975	11214	7179	3269
"7978"	"NJ"	3.1500303e+13	"SPRINGFIELD TWP SCH DIST"	34005	225	5505	157	1738	3610	6413	2022	920	22400	13293	6164	13898	8987	4089
"7979"	"NJ"	31500303100000	"TABERNACLE TWP SCH DIST"	34005	747	15755	345	7173	8237	14869	4835	2545	18910	10548	5643	10697	6473	3407
"7981"	"NJ"	31500303300000	"WESTAMPTON TWP SCH DIST"	34005	998	15917	589	5193	10135	14597	5788	2178	13762	8086	3168	8518	5800	2182
"7982"	"NJ"	31500303400000	"WILLINGBORO TWP SCH DIST"	34005	3785	83426	3711	46975	32740	87357	22256	11365	17931	9379	4816	9706	5880	3003
"7983"	"NJ"	31500303500000	"WOODLAND TWP SCH DIST"	34005	154	3123	96	1139	1888	3089	1011	503	18857	10818	5318	10630	6565	3266
"7984"	"NJ"	31500320100000	"BURLINGTON CITY SCHOOL DISTRICT"	34005	1760	41067	2247	23520	15300	40360	13168	6109	21136	11968	5663	12277	7482	3471
"7985"	"NJ"	31500350100000	"LENAPE REGIONAL SCH DIST"	34005	6887	167562	2116	44311	121135	161262	57285	24844	21404	12279	5540	12747	8318	3607
"7986"	"NJ"	31500350200000	"NORTH BURLINGTON COUNTY REGIONAL HIGH SCHOOL DISTRICT"	34005	2079	43771	2826	16726	24219	41675	11661	5612	17143	9384	4558	9203	5609	2699
"7987"	"NJ"	31500380100000	"BORDENTOWN REGIONAL SCHOOL DIST"	34005	2592	47977	1413	12788	33776	44397	13580	6148	15642	8863	4086	8126	5239	2372
"7988"	"NJ"	31500380300000	"BURLINGTON TWP SCH DIST"	34005	3980	72501	1997	26459	44045	69971	22758	10916	16073	8206	3924	9326	5718	2743
"7989"	"NJ"	31500400100000	"AUDUBON BORO SCH DIST"	34007	1385	27446	854	11010	15582	26413	10129	4065	17645	11265	4645	10888	7313	2935
"7990"	"NJ"	31500400300000	"BARRINGTON BORO SCH DIST"	34007	618	15262	517	4442	10303	14444	4155	1985	16623	9591	4663	10359	6723	3212
"7991"	"NJ"	31500400400000	"BELLMAWR BORO SCH DIST"	34007	1211	19107	1563	7695	9849	21188	6438	2797	13788	7659	3498	8581	5316	2310
"7992"	"NJ"	31500400500000	"BERLIN BOROUGH BOARD OF EDUCATN"	34007	873	13763	425	5292	8046	13150	4928	2396	14024	7971	3956	8851	5645	2745
"7993"	"NJ"	31500400600000	"BERLIN TWP SCH DIST"	34007	640	16976	604	7068	9304	16533	5003	2300	19445	11423	5292	12088	7817	3594
"7994"	"NJ"	31500400700000	"BLACK HORSE PIKE REG SCH DIST"	34007	4022	83080	2168	44919	35993	77043	22200	10392	15480	8710	4263	8860	5520	2584
"7995"	"NJ"	31500400800000	"BROOKLAWN BORO SCH DIST"	34007	381	6892	399	5126	1367	6693	2112	953	13467	7360	3504	8501	5543	2501
"7996"	"NJ"	3.1500401e+13	"CLEMENTON BORO SCH DIST"	34007	445	13016	585	7361	5070	11929	3030	1687	17811	9362	5310	11654	6809	3791
"7997"	"NJ"	31500401100000	"COLLINGSWOOD BORO SCHOOL DIST"	34007	1681	37590	1394	14293	21903	37093	13211	6123	20686	12126	5703	12588	7859	3642
"7998"	"NJ"	31500401300000	"GIBBSBORO SCH DIST"	34007	243	5262	136	1859	3267	5050	1970	1078	20144	11008	6267	13440	8107	4436
"7999"	"NJ"	31500401400000	"GLOUCESTER TWP SCH DIST"	34007	6472	120536	4634	64898	51004	115142	42525	20234	15608	9165	4559	10346	6571	3126
"8000"	"NJ"	31500401500000	"HADDON TWP SCH DIST"	34007	2108	39352	1041	12300	26011	46412	12525	5900	16144	9490	4598	9373	5942	2799
"8001"	"NJ"	31500401600000	"HADDONFIELD BOROUGH SCHOOL DIST"	34007	2642	42397	809	5414	36174	41877	15758	6515	14402	8360	3580	9359	5964	2466
"8002"	"NJ"	31500401700000	"HADDON HEIGHTS BORO SCH DIST"	34007	1297	23716	571	4303	18842	22695	9534	3842	16553	10390	4411	10986	7351	2962
"8003"	"NJ"	31500401900000	"LAUREL SPGS BORO SCH DIST"	34007	206	5659	161	2318	3180	5385	1104	518	13330	6874	3306	8607	5359	2515
"8004"	"NJ"	3.1500402e+13	"LAWNSIDE BORO SCH DIST"	34007	414	9294	420	4406	4468	9102	2041	1013	14459	7671	3930	8198	4930	2447
"8005"	"NJ"	31500402100000	"LINDENWOLD BORO SCH DIST"	34007	2786	49107	4635	30641	13831	50595	15544	7574	15482	8412	4242	9186	5579	2719
"8006"	"NJ"	31500402300000	"MAGNOLIA BORO SCH DIST"	34007	434	10707	380	6469	3858	13175	3072	1580	17081	9099	4984	11629	7078	3641
"8007"	"NJ"	31500402400000	"MERCHANTVILLE BORO SCH DIST"	34007	448	8693	343	3235	5115	10033	2892	965	13688	9063	2862	8665	6455	2154
"8008"	"NJ"	31500402500000	"MT EPHRAIM BORO SCH DIST"	34007	437	11188	360	4616	6212	11106	2873	1349	16936	9515	4716	10325	6574	3087
"8009"	"NJ"	31500402600000	"OAKLYN BORO SCH DIST"	34007	481	8520	358	3205	4957	8004	2339	1209	12973	5832	3033	7998	4863	2514
"8010"	"NJ"	31500402700000	"PENNSAUKEN TWP SCH DIST"	34007	5182	108213	6697	60036	41480	102400	31367	15998	16498	9231	5019	9904	6053	3087
"8011"	"NJ"	31500402800000	"PINE HILL BORO SCH DIST"	34007	1664	41299	1828	22279	17192	37406	13234	6101	20260	11660	5576	12549	7953	3666
"8012"	"NJ"	3.1500403e+13	"RUNNEMEDE BORO SCH DIST"	34007	906	16002	709	8058	7235	16367	4767	2372	13869	7863	4125	8515	5262	2618
"8013"	"NJ"	31500403100000	"SOMERDALE BORO SCH DIST"	34007	520	8950	431	4049	4470	8575	2962	1512	15350	7833	4069	9710	5696	2908
"8014"	"NJ"	31500403200000	"STRATFORD BORO SCH DIST"	34007	859	15801	639	6492	8670	15750	5455	2478	16296	9603	4455	9852	6350	2885
"8015"	"NJ"	31500403400000	"VOORHEES TWP SCH DIST"	34007	2992	59961	1419	11912	46630	56188	20131	9358	17194	9431	4530	10617	6728	3128
"8016"	"NJ"	31500403500000	"WATERFORD TWP SCH DIST"	34007	835	29522	769	14385	14368	34391	5758	2506	21158	10487	4751	10788	6896	3001
"8017"	"NJ"	31500403600000	"WINSLOW TWP SCH DIST"	34007	4985	115140	5299	56388	53453	108000	34429	15255	18513	9955	4488	10943	6907	3060
"8018"	"NJ"	31500403700000	"WOODLYNNE BORO SCH DIST"	34007	377	12226	789	9126	2311	11499	2265	1119	15533	8279	4504	9716	6008	2968
"8019"	"NJ"	31500403800000	"CAMDEN CITY SCH DIST"	34007	11066	378633	28409	337218	13006	350388	77979	43000	22132	11390	6538	12299	7047	3886
"8021"	"NJ"	31500450100000	"STERLING HIGH SCH DIST"	34007	969	58363	525	10553	47285	55821	5864	2664	51019	16143	6022	9825	6052	2749
"8022"	"NJ"	31500470100000	"CHERRY HILL TOWNSHIP SCHOOL DIST"	34007	11262	211099	5803	36611	168685	206820	70035	35325	16782	9037	4701	10222	6219	3137
"8023"	"NJ"	31500470200000	"EASTERN CAMDEN CNTY REGIONAL SCHOOL DIST"	34007	2090	39857	709	12760	26388	38108	12255	5626	16610	9098	4239	9454	5864	2692
"8024"	"NJ"	31500470300000	"GLOUCESTER CITY SCHOOL DISTRICT"	34007	2092	48569	2982	39180	6407	47697	16175	8804	20616	11270	6461	12948	7732	4208
"8026"	"NJ"	31500500300000	"DENNIS TWP SCH DIST"	34009	543	17460	470	7437	9553	16067	4355	2028	21807	12501	5993	12785	8020	3735
"8027"	"NJ"	31500500400000	"LOWER TWP SCH DIST"	34009	1774	32339	1949	13315	17075	31676	10739	5391	16992	9737	5128	9736	6054	3039
"8028"	"NJ"	31500500500000	"MIDDLE TWP SCH DIST"	34009	2664	50441	2208	18570	29663	49029	15440	7386	16126	9126	4434	9026	5796	2773
"8029"	"NJ"	31500500600000	"STONE HARBOR SCH DIST"	34009	68	3384	28	289	3067	3374	832	435	35824	15603	8206	20618	12235	6397
"8030"	"NJ"	31500500700000	"UPPER TWP SCH DIST"	34009	1410	39518	868	12649	26001	40099	9529	3875	17990	9938	4168	10274	6758	2748
"8031"	"NJ"	31500500800000	"WEST CAPE MAY BORO SCHOOL DIST"	34009	78	1814	53	680	1081	2349	679	194	19731	11141	3628	12385	8705	2487
"8032"	"NJ"	3.1500501e+13	"WILDWOOD CREST BORO SCH DIST"	34009	309	8526	238	1377	6911	7889	2566	1229	20838	11793	5880	13330	8304	3977
"8033"	"NJ"	31500501100000	"WOODBINE BORO SCH DIST"	34009	308	6466	429	4120	1917	6056	1752	852	13315	7094	3724	8903	5688	2766
"8034"	"NJ"	31500550100000	"LOWER CAPE MAY REG SCHOOL DIST"	34009	1422	35670	1351	12741	21578	32322	12107	4815	20168	12494	5302	12548	8514	3386
"8035"	"NJ"	31500570100000	"CAPE MAY CITY SCHOOL DIST"	34009	187	4323	1473	1020	1830	3881	1440	654	19583	11123	5118	12144	7701	3497
"8036"	"NJ"	31500590100000	"OCEAN CITY SCHOOL DIST"	34009	2143	48759	1211	8516	39032	46890	17323	7052	18995	11431	4742	12131	8084	3291
"8037"	"NJ"	31500590200000	"WILDWOOD CITY SCH DIST"	34009	831	22708	2379	7638	12691	21961	7952	3554	23854	13915	6682	15057	9569	4277
"8038"	"NJ"	31500590300000	"NORTH WILDWOOD CITY SCHOOL DIST"	34009	280	9616	410	1767	7439	9312	3040	1383	27582	16100	7721	16979	10857	4939
"8039"	"NJ"	31500600100000	"COMMERCIAL TWP SCH DIST"	34011	584	15010	1247	11578	2185	14489	3762	1842	16459	8348	4476	10190	6442	3154
"8040"	"NJ"	31500600200000	"DEERFIELD TWP SCH DIST"	34011	339	6272	391	3123	2758	6126	2082	967	15891	8853	4280	9628	6142	2853
"8041"	"NJ"	31500600300000	"DOWNE TWP SCH DIST"	34011	203	4295	216	2680	1399	4233	1291	607	16980	9010	4305	9704	6360	2990
"8042"	"NJ"	31500600400000	"FAIRFIELD TWP SCH DIST"	34011	659	11095	1036	8546	1513	10571	3783	1853	13672	7161	3704	8926	5741	2812
"8043"	"NJ"	31500600500000	"GREENWICH TWP SCH DIST"	34011	60	1513	98	552	863	1473	495	233	23467	11133	5533	13850	8250	3883
"8044"	"NJ"	31500600600000	"HOPEWELL TWP SCH DIST"	34011	503	8981	450	4414	4117	8263	3155	1344	14553	8429	3716	9495	6272	2672
"8045"	"NJ"	31500600700000	"LAWRENCE TWP SCH DIST"	34011	611	10457	637	7298	2522	10049	2933	1337	11689	6385	3005	7401	4800	2188
"8046"	"NJ"	31500600800000	"MAURICE RIVER TWP SCH DIST"	34011	546	9062	415	5703	2944	8929	2217	1159	11529	6249	3251	6604	4060	2123
"8047"	"NJ"	3.1500601e+13	"STOW CREEK TWP SCH DIST"	34011	111	2338	96	1052	1190	2197	722	412	19081	9586	5387	11090	6505	3712
"8048"	"NJ"	31500601100000	"UPPER DEERFIELD TWP SCH DIST"	34011	913	17197	1587	7966	7644	16566	5960	2598	16501	9627	4479	9988	6528	2846
"8049"	"NJ"	31500620100000	"MILLVILLE CITY SCHOOL DISTRICT"	34011	5429	115308	7215	87229	20864	114284	35703	19106	19324	10754	5927	10734	6576	3519
"8050"	"NJ"	31500640100000	"VINELAND SCHOOL DISTRICT"	34011	11029	218116	12474	174500	31142	217743	65541	35853	16902	9070	5232	9896	5943	3251
"8051"	"NJ"	31500650100000	"BRIDGETON CITY SCH DIST"	34011	6224	117978	11097	100909	5972	142409	35909	18908	16544	9155	5000	9700	5769	3038
"8052"	"NJ"	31500660100000	"CUMBERLAND REG SCH DIST"	34011	1316	24887	949	14437	9501	23284	6908	3014	15112	8385	3781	8521	5249	2290
"8053"	"NJ"	31500700100000	"BELLEVILLE TOWN SCH DIST"	34013	4668	79269	4513	33712	41044	76520	27199	11262	14514	8833	3769	8654	5827	2413
"8054"	"NJ"	31500700200000	"CALDWELL-W CALDWELL SCH DIST"	34013	2660	50436	1185	6427	42824	59271	16784	7134	16555	9701	4286	9667	6310	2682
"8055"	"NJ"	31500700300000	"FAIRFIELD TWP SCH DIST"	34013	650	12569	191	1671	10707	12530	4926	2175	18422	10892	4963	11652	7578	3346
"8056"	"NJ"	31500700400000	"CEDAR GROVE TWP SCH DIST"	34013	1653	31948	539	3974	27435	33299	10347	4628	16323	9627	4362	9551	6260	2800
"8057"	"NJ"	31500700500000	"ESSEX FELLS BORO SCH DIST"	34013	208	5140	71	689	4380	5119	2062	808	22221	13966	5639	14894	9913	3885
"8058"	"NJ"	31500700600000	"GLEN RIDGE BORO SCH DIST"	34013	1891	34508	394	4254	29860	33667	13328	5500	16675	10149	4250	10480	7048	2909
"8059"	"NJ"	31500700700000	"LIVINGSTON TWP SCH DIST"	34013	5984	130463	1644	17860	110959	122448	47351	17305	18022	11545	4397	11297	7913	2892
"8060"	"NJ"	31500700800000	"MILLBURN TWP SCH DIST"	34013	4943	103841	1315	13376	89150	96987	36894	14740	17731	11357	4673	11111	7464	2982
"8061"	"NJ"	31500700900000	"NORTH CALDWELL BORO SCH DIST"	34013	670	14416	204	1635	12577	13224	4792	2353	18507	10372	5266	11600	7152	3512
"8062"	"NJ"	3.1500701e+13	"NUTLEY TOWN SCH DIST"	34013	4077	74317	1687	15377	57253	69979	25816	11241	15780	9616	4307	9750	6332	2757
"8063"	"NJ"	31500701100000	"ROSELAND BORO SCH DIST"	34013	445	9703	161	1170	8372	9219	3389	1446	18013	11079	4939	11189	7616	3249
"8064"	"NJ"	31500701200000	"SOUTH ORANGE-MAPLEWOOD SCHOOL DIST"	34013	7065	137352	3185	19269	114898	137340	44534	19142	16378	9036	3953	10070	6303	2709
"8065"	"NJ"	31500701300000	"VERONA BORO SCH DIST"	34013	2169	40487	602	5908	33977	46411	14249	5473	15397	10038	3928	9573	6569	2523
"8066"	"NJ"	31500701400000	"WEST ORANGE TOWN SCH DIST"	34013	6827	177272	5085	25249	146938	165466	59405	22949	21141	13172	5266	12748	8701	3362
"8068"	"NJ"	31500750100000	"WEST ESSEX REG SCH DIST"	34013	1734	42499	376	5092	37031	39475	13579	5786	20366	11517	5208	12006	7831	3337
"8069"	"NJ"	31500780100000	"BLOOMFIELD TOWN SCH DIST"	34013	6410	111268	4227	31108	75933	104065	36598	15576	14653	8622	3752	8731	5710	2430
"8070"	"NJ"	31500800100000	"CLAYTON BORO SCH DIST"	34015	1475	25177	2091	12785	10301	28974	8341	3909	14877	8258	4121	9521	5655	2650
"8071"	"NJ"	31500800200000	"DEPTFORD TWP SCH DIST"	34015	4415	75742	3107	31529	41106	76740	27038	10779	16031	9787	4074	9267	6124	2441
"8072"	"NJ"	31500800300000	"EAST GREENWICH TWP SCH DIST"	34015	1285	19469	382	5062	14025	18580	6829	2837	12955	7857	3328	8012	5314	2208
"8073"	"NJ"	31500800400000	"ELK TWP SCH DIST"	34015	342	6576	335	3240	3001	5876	2025	1065	15307	8091	4401	10132	5921	3114
"8074"	"NJ"	31500800500000	"FRANKLIN TWP SCH DIST"	34015	1442	24612	1155	10912	12545	22685	7407	3900	14770	8291	4428	8491	5137	2705
"8075"	"NJ"	31500800600000	"GLASSBORO BORO SCH DIST"	34015	2182	45000	2372	21267	21361	46336	14183	6802	17579	10335	5051	10480	6500	3117
"8076"	"NJ"	31500800700000	"GREENWICH TWP SCH DIST"	34015	467	12626	478	2187	9961	13185	3611	1673	23081	11672	5809	12647	7732	3582
"8077"	"NJ"	31500800800000	"HARRISON TWP SCH DIST"	34015	1462	21996	560	8478	12958	20923	7983	3416	13828	8235	3583	8285	5460	2337
"8078"	"NJ"	31500800900000	"LOGAN TWP SCH DIST"	34015	855	20137	431	7197	12509	19848	5861	2406	18037	9881	4202	10761	6855	2814
"8079"	"NJ"	3.1500801e+13	"MANTUA TWP SCH DIST"	34015	1242	23867	716	8813	14338	22374	8789	4138	17262	10158	5038	10958	7076	3332
"8080"	"NJ"	31500801100000	"MONROE TWP SCH DIST"	34015	6192	101659	3940	44910	52809	97404	32011	15245	14616	7297	3606	8300	5170	2462
"8081"	"NJ"	31500801200000	"NATIONAL PARK BORO SCHOOL DIST"	34015	296	5084	189	2769	2126	4673	1862	796	14490	8389	3841	9507	6291	2689
"8082"	"NJ"	31500801400000	"PAULSBORO BORO SCH DIST"	34015	1223	25034	2581	14637	7816	26109	8240	3988	17738	10041	5116	10991	6738	3261
"8083"	"NJ"	31500801500000	"PITMAN BORO SCH DIST"	34015	1435	28677	778	13202	14697	28014	10678	4495	18375	11098	4848	11571	7441	3132
"8084"	"NJ"	31500801600000	"SOUTH HARRISON TWP SCH DIST"	34015	412	6176	114	2251	3811	5844	1793	871	12252	5604	2811	7532	4352	2114
"8085"	"NJ"	31500801700000	"SWEDESBORO-WOOLWICH SCH DIST"	34015	1713	29515	684	9827	19004	26971	9320	5147	14008	7566	4269	8829	5441	3005
"8086"	"NJ"	31500801800000	"WASHINGTON TWP SCH DIST"	34015	7443	159455	3804	66970	88681	153394	50176	24953	19008	10652	5557	11137	6741	3353
"8087"	"NJ"	31500801900000	"WENONAH BORO SCH DIST"	34015	200	3673	69	841	2763	3408	1484	565	16610	10545	4245	10580	7420	2825
"8088"	"NJ"	3.1500802e+13	"WEST DEPTFORD SCH DIST"	34015	3018	51116	1282	17351	32483	60906	18168	7162	16087	9169	3775	9214	6020	2373
"8089"	"NJ"	31500802100000	"WESTVILLE BORO SCH DIST"	34015	368	6546	254	3240	3052	6448	2720	1162	15696	9356	4302	10986	7391	3158
"8090"	"NJ"	31500802200000	"WOODBURY HEIGHTS BORO SCH DIST"	34015	242	4480	141	1702	2637	4348	1835	701	15946	9760	3959	11008	7583	2897
"8092"	"NJ"	31500850100000	"CLEARVIEW REG HIGH SCHOOL DIST"	34015	2631	43636	707	19627	23302	40531	13338	5673	13030	7713	3424	7859	5070	2156
"8093"	"NJ"	31500850200000	"DELSEA REGIONAL HIGH SCHOOL DISTRICT"	34015	1741	37269	1228	17068	18973	47177	10762	5584	18698	10330	5493	10391	6182	3207
"8094"	"NJ"	31500850300000	"WOODBURY CITY SCH DIST"	34015	1538	32172	2231	15805	14136	31790	10609	4151	17269	10553	4363	10640	6898	2699
"8095"	"NJ"	31500870100000	"GATEWAY REGIONAL SCHOOL DIST"	34015	1029	24220	906	9598	13716	23071	6942	3099	19999	11422	5191	10430	6746	3012
"8096"	"NJ"	31500870200000	"KINGSWAY REGIONAL HIGH SCHOOL DIST"	34015	2734	40778	871	12686	27221	39650	12162	5279	12404	7221	3215	6786	4448	1931
"8097"	"NJ"	31500900100000	"EAST NEWARK BORO SCH DIST"	34017	268	5721	508	3735	1478	6094	1256	517	13481	7235	3246	7463	4687	1929
"8098"	"NJ"	31500920100000	"GUTTENBERG TOWN SCHOOL DISTRICT"	34017	1016	19349	1508	6643	11198	23770	4993	2284	13150	7600	3703	7900	4914	2248
"8099"	"NJ"	31500920200000	"HOBOKEN CITY SCHOOL DISTRICT"	34017	1943	73062	3353	27422	42287	70767	17251	7367	26518	15099	6715	13792	8879	3792
"8100"	"NJ"	31500980200000	"SECAUCAS TOWN SCH DIST"	34017	2134	43603	1302	5755	36546	57210	15168	5635	17597	10971	4156	10467	7108	2641
"8101"	"NJ"	31500990200000	"NORTH BERGEN TWP SCHOOL DISTRICT"	34017	7944	135158	8819	73836	52503	130762	50276	21195	15477	9502	4111	9627	6329	2668
"8102"	"NJ"	31500990400000	"WEEHAWKEN TWP SCH DIST"	34017	1434	27217	1187	5892	20138	26909	8432	4001	15432	8755	4226	9614	5880	2790
"8103"	"NJ"	31500990700000	"KEARNY TOWN SCHOOL DIST"	34017	6001	102458	4752	42367	55339	98944	38291	16035	14899	9301	4025	9584	6381	2672
"8104"	"NJ"	31501000100000	"ALEXANDRIA TWP SCH DIST"	34019	488	11849	225	3032	8592	10836	3914	1778	20906	12637	5799	12311	8020	3643
"8105"	"NJ"	31501000200000	"BETHLEHEM TWP SCH DIST"	34019	387	10274	171	2502	7601	9991	3067	1501	24085	12581	6504	12481	7925	3879
"8106"	"NJ"	31501000300000	"BLOOMSBURY BORO SCH DIST"	34019	120	3321	86	1568	1667	3487	1200	475	22408	12758	5392	14783	10000	3958
"8107"	"NJ"	31501000400000	"CALIFON BORO SCH DIST"	34019	112	2889	49	580	2260	2770	1058	413	23429	13866	5661	13946	9446	3688
"8108"	"NJ"	31501000500000	"CLINTON TOWN SCH DIST"	34019	458	9610	216	2307	7087	9791	3648	1516	18939	11404	4917	12070	7965	3310
"8109"	"NJ"	31501000600000	"CLINTON TWP SCH DIST"	34019	1396	32714	529	5687	26498	30924	8699	4660	19418	10297	5605	10613	6231	3338
"8110"	"NJ"	31501000700000	"DELAWARE TWP SCH DIST"	34019	403	10432	170	2160	8102	9839	3649	1760	21903	12591	6370	13975	9055	4367
"8111"	"NJ"	31501000800000	"EAST AMWELL TWP SCH DIST"	34019	351	9497	218	1874	7405	9539	3098	1418	23080	13667	6359	13778	8826	4040
"8112"	"NJ"	31501000900000	"FLEMINGTON-RARITAN REG SCH DIST"	34019	3163	68007	1370	12938	53699	63707	22567	10257	19418	10083	4644	11839	7135	3243
"8113"	"NJ"	3.1501001e+13	"FRANKLIN TWP SCH DIST"	34019	302	7472	124	1055	6293	6542	2367	921	19500	10632	4232	12964	7838	3050
"8114"	"NJ"	31501001100000	"FRENCHTOWN BORO SCH DIST"	34019	136	3196	98	1027	2071	4351	1152	502	21022	12596	5750	12860	8471	3691
"8115"	"NJ"	31501001300000	"HAMPTON BORO SCH DIST"	34019	122	3491	123	1419	1949	3295	1233	668	25951	14754	8180	16205	10107	5475
"8116"	"NJ"	31501001400000	"HIGH BRIDGE BORO SCH DIST"	34019	373	8818	178	2545	6095	8219	2839	1315	21147	11957	5727	12456	7611	3525
"8117"	"NJ"	31501001500000	"HOLLAND TWP SCH DIST"	34019	566	12317	268	3078	8971	11605	4495	2208	19617	11436	5892	12440	7942	3901
"8118"	"NJ"	31501001600000	"HUNTERDON CENTRAL HIGH SCH DIST"	34019	3079	70865	962	11535	58368	65695	20122	8773	19212	10785	4922	10175	6535	2849
"8119"	"NJ"	31501001700000	"KINGWOOD TWP SCH DIST"	34019	358	8036	172	2073	5791	8220	2507	1267	19265	10866	5567	11858	7003	3539
"8120"	"NJ"	31501001900000	"LEBANON BOROUGH SCHOOL DISTRICT"	34019	100	2852	50	400	2402	2851	773	370	22570	13360	6470	11950	7730	3700
"8121"	"NJ"	3.1501002e+13	"LEBANON TWP SCH DIST"	34019	654	14283	231	3893	10159	13895	5019	2595	19783	11615	6283	12096	7674	3968
"8122"	"NJ"	31501002100000	"MILFORD BORO SCH DIST"	34019	91	2506	56	520	1930	2588	821	293	24341	12890	4978	13802	9022	3220
"8123"	"NJ"	31501002200000	"NORTH HUNTERDON-VORHEES REG SCH DIST"	34019	2666	63634	776	13567	49291	60121	19161	8873	19676	10789	5146	11597	7187	3328
"8124"	"NJ"	31501002300000	"READINGTON TWP SCH DIST"	34019	1681	35004	537	5109	29358	33139	12397	5349	18454	11272	5049	10926	7375	3182
"8125"	"NJ"	31501002500000	"TEWKSBURY TWP SCH DIST"	34019	603	14851	171	2283	12397	15055	5271	2514	22134	12814	6211	13506	8741	4169
"8126"	"NJ"	31501002600000	"UNION TWP SCH DIST"	34019	455	10973	285	1533	9155	10855	3756	1689	19279	11365	5323	12382	8255	3712
"8128"	"NJ"	31501050100000	"DELAWARE VALLEY REG HIGH SCHOOL DIST"	34019	924	25020	250	5818	18952	25686	5852	2544	23433	11744	5228	10439	6333	2753
"8129"	"NJ"	31501100100000	"EAST WINDSOR REGIONAL SCHOOL DISTRICT"	34021	5268	99921	3212	29713	66996	97740	32444	14696	16105	9498	4366	9840	6159	2790
"8130"	"NJ"	31501100200000	"EWING TWP SCH DIST"	34021	3648	81251	2600	17410	61241	73781	26660	12738	18847	10660	5285	11277	7308	3492
"8131"	"NJ"	31501100300000	"HAMILTON TWP SCH DIST"	34021	11876	218401	8664	95823	113914	228906	73767	33569	16384	9548	4532	9655	6211	2827
"8132"	"NJ"	31501100500000	"HOPEWELL VALLEY REG SCH DIST"	34021	3690	89448	1191	11791	76466	84162	31910	13458	21481	12634	5498	13268	8648	3647
"8133"	"NJ"	31501100600000	"LAWRENCE TWP SCH DIST"	34021	3995	82431	2558	12535	67338	78738	27923	11201	18174	10906	4576	10468	6989	2804
"8134"	"NJ"	31501100700000	"PRINCETON REG SCH DIST"	34021	3313	96155	1738	14210	80207	90659	32049	13270	24100	14741	6454	14584	9674	4005
"8135"	"NJ"	31501100900000	"ROBBINSVILLE SCHOOL DISTRICT"	34021	3022	49517	834	7195	41488	46034	16544	6814	13667	7778	3543	8268	5475	2255
"8136"	"NJ"	3.1501101e+13	"WEST WINDSOR-PLAINSBORO REG SCH DIST"	34021	9756	188762	2943	26778	159041	177545	64125	28195	16428	9189	4190	9855	6573	2890
"8137"	"NJ"	31501200100000	"CARTERET BORO SCH DIST"	34023	3800	66128	3777	35076	27275	64328	24255	9940	14798	8886	3728	9844	6383	2616
